32,1.3252e-07,0.00133158,0.000515746,,
64,2.0836e-07,0.00156621,0.000130221,,
128,2.416e-07,0.00113395,0.000224129,,
256,4.484e-07,0.00103016,0.000212035,,
512,8.5076e-07,0.0010502,0.000212163,,
1024,1.65828e-06,0.00103513,0.000206391,,
2048,3.27212e-06,0.00104509,0.000232942,,
4096,6.56032e-06,0.00104053,0.000237027,,
8192,1.31537e-05,0.00104062,0.000278021,,
16384,2.61569e-05,0.00109341,0.000340829,,
32768,5.2222e-05,0.00113291,0.000470439,,
65536,0.000103661,0.00119256,0.00071695,,
131072,0.000206955,0.0014209,0.00122828,,
262144,0.000416252,0.0018752,0.0022349,,
524288,0.000838509,0.0036081,0.00429194,,
1.04858e+06,0.00181794,0.00486319,0.00827435,,
2.09715e+06,0.00382926,0.00826067,0.016415,,
4.1943e+06,0.00974715,0.0146026,0.0330007,,
8.38861e+06,0.0197461,0.027926,0.0653061,,
1.67772e+07,0.0351733,0.0531531,0.130181,,
3.35544e+07,0.0619431,0.107691,0.260345,,
6.71089e+07,0.134186,0.205673,0.523353,,
1.34218e+08,0.259468,0.382261,1.04387,,
2.68435e+08,0.579702,0.730558,2.08232,,
