32,8.456e-08,0.000842102,0.000491801,,
64,7.652e-08,0.00179659,0.000219277,,
128,1.0464e-07,0.000960635,0.000222602,,
256,1.6712e-07,0.000967867,0.000216951,,
512,3.0044e-07,0.000890708,0.000219449,,
1024,5.4944e-07,0.000880567,0.000220119,,
2048,1.0576e-06,0.000910621,0.000223389,,
4096,2.08468e-06,0.000939802,0.000246254,,
8192,4.02876e-06,0.000923004,0.000258338,,
16384,8.22444e-06,0.000961818,0.000366439,,
32768,1.63767e-05,0.00102588,0.000382832,,
65536,3.2304e-05,0.00104182,0.000531521,,
131072,6.42824e-05,0.00127474,0.00086606,,
262144,0.000131026,0.00163219,0.00147351,,
524288,0.00026116,0.00334758,0.00282053,,
1.04858e+06,0.000556221,0.00442405,0.00531085,,
2.09715e+06,0.00212294,0.00698161,0.0104294,,
4.1943e+06,0.00524841,0.0132661,0.0209795,,
8.38861e+06,0.0108842,0.0251312,0.0424945,,
1.67772e+07,0.017584,0.0485605,0.0851211,,
3.35544e+07,0.0319037,0.0971505,0.167494,,
6.71089e+07,0.0911034,0.188356,0.331062,,
1.34218e+08,0.158642,0.362521,0.661401,,
2.68435e+08,0.329892,0.713959,1.31878,,
