32,5.074e-08,0.000915721,0.000117068,,
64,4.572e-08,0.000645668,0.000111526,,
128,1.529e-07,0.000415806,0.000208954,,
256,1.068e-07,0.000400811,0.00020708,,
512,1.857e-07,0.000400626,0.000203503,,
1024,3.4364e-07,0.000400881,0.000206103,,
2048,6.6686e-07,0.000401927,0.000204174,,
4096,1.30672e-06,0.000395088,0.000204834,,
8192,2.60514e-06,0.000397444,0.000202916,,
16384,5.2114e-06,0.000397975,0.000204308,,
32768,1.05298e-05,0.000395571,0.000204966,,
65536,2.08339e-05,0.000393755,0.000202895,,
131072,4.27883e-05,0.000402111,0.000207547,,
262144,8.69329e-05,0.000418638,0.000568745,,
524288,0.000172799,0.000508867,0.000300533,,
1.04858e+06,0.000425803,0.000654662,0.000389264,,
2.09715e+06,0.00184063,0.000928388,0.000703479,,
4.1943e+06,0.00582315,0.00193003,0.00101107,,
8.38861e+06,0.00820688,0.00308553,0.00165246,,
1.67772e+07,0.0149857,0.00568875,0.00249044,,
3.35544e+07,0.0318047,0.008857,0.00399124,,
6.71089e+07,0.0618468,0.0152744,0.00727724,,
1.34218e+08,0.119194,0.0284147,0.013148,,
2.68435e+08,0.256974,0.0504769,0.0204839,,
