32,1.09e-07,0.00113168,0.00049851,,
64,1.218e-07,0.00103186,0.000341643,,
128,1.93e-07,0.000783053,0.000212167,,
256,3.2776e-07,0.000620846,0.000210064,,
512,6.0872e-07,0.000604596,0.00019768,,
1024,1.17856e-06,0.000588382,0.000197289,,
2048,2.30032e-06,0.000586992,0.000197224,,
4096,4.59712e-06,0.000592912,0.000198963,,
8192,9.1724e-06,0.000576505,0.000199193,,
16384,1.81022e-05,0.000593119,0.000201244,,
32768,3.62984e-05,0.000588423,0.000200115,,
65536,7.26845e-05,0.000584742,0.000198853,,
131072,0.00014577,0.000588587,0.000205886,,
262144,0.000293324,0.000606466,0.000206858,,
524288,0.000585439,0.000698473,0.000272843,,
1.04858e+06,0.00155264,0.00103122,0.000428852,,
2.09715e+06,0.00275206,0.00151167,0.000704313,,
4.1943e+06,0.00696911,0.0027475,0.00115798,,
8.38861e+06,0.0147839,0.00467861,0.002441,,
1.67772e+07,0.0301073,0.00701483,0.00323272,,
3.35544e+07,0.054837,0.0117868,0.00486765,,
6.71089e+07,0.0994365,0.018538,0.00625971,,
1.34218e+08,0.182967,0.0261573,0.00965622,,
2.68435e+08,0.36405,0.0494611,0.0302232,,
