32,1.194e-07,0.000750708,0.000500103,,
64,9.328e-08,0.00172257,0.000335093,,
128,1.5756e-07,0.000903342,0.000225434,,
256,2.7728e-07,0.000840702,0.000208681,,
512,5.17e-07,0.000854808,0.000207595,,
1024,9.9736e-07,0.00084002,0.000216781,,
2048,1.95712e-06,0.000816618,0.000226777,,
4096,3.89324e-06,0.000832023,0.000243793,,
8192,7.74724e-06,0.000867256,0.000282198,,
16384,1.54654e-05,0.000846449,0.000349411,,
32768,3.11432e-05,0.00086853,0.000471407,,
65536,6.24736e-05,0.000973264,0.00071638,,
131072,0.000124143,0.00115495,0.00118648,,
262144,0.000313007,0.00273313,0.00216909,,
524288,0.00050177,0.00247947,0.00416456,,
1.04858e+06,0.00103555,0.00391679,0.00797343,,
2.09715e+06,0.00276991,0.00690224,0.0158727,,
4.1943e+06,0.00617741,0.0132003,0.0319337,,
8.38861e+06,0.0134103,0.0246477,0.063428,,
1.67772e+07,0.0218896,0.0496723,0.12432,,
