32,1.3404e-07,0.0010229,0.000362895,,
64,1.956e-07,0.000774522,8.81849e-05,,
128,3.6084e-07,0.000928265,0.000150604,,
256,6.82e-07,0.000879962,0.000147337,,
512,1.3162e-06,0.000838551,0.000158262,,
1024,2.61336e-06,0.000818815,0.000176481,,
2048,5.1674e-06,0.000841029,0.0001632,,
4096,1.02657e-05,0.000844276,0.000199976,,
8192,2.0439e-05,0.000845477,0.000243903,,
16384,3.97088e-05,0.000869929,0.000336414,,
32768,7.89451e-05,0.000929599,0.000509199,,
65536,0.000158658,0.00100284,0.000861619,,
131072,0.000323611,0.00117834,0.00153722,,
262144,0.000652093,0.00151658,0.00340465,,
524288,0.0012999,0.00210064,0.00563783,,
1.04858e+06,0.00260485,0.0033217,0.0111406,,
2.09715e+06,0.00521975,0.00578131,0.0220987,,
4.1943e+06,0.0114167,0.0129527,0.0439091,,
8.38861e+06,0.0212833,0.0214532,0.0887802,,
1.67772e+07,0.04183,0.0430012,0.176732,,
3.35544e+07,0.0828535,0.0840501,0.353272,,
6.71089e+07,0.160175,0.166946,0.70431,,
1.34218e+08,0.320927,0.328586,1.41046,,
2.68435e+08,0.623589,0.662586,2.76936,,
