32,8.536e-08,0.000847027,0.00034931,,
64,1.27e-07,0.000497772,0.000122273,,
128,2.0592e-07,0.000495208,0.00016948,,
256,3.7564e-07,0.000459303,0.000150775,,
512,7.1208e-07,0.000451813,0.000149205,,
1024,1.39784e-06,0.00044196,0.000144877,,
2048,2.87452e-06,0.000434577,0.000146269,,
4096,5.42936e-06,0.000435533,0.000144069,,
8192,1.07722e-05,0.000437091,0.000142721,,
16384,2.19535e-05,0.000431368,0.000148242,,
32768,4.35834e-05,0.000444263,0.000141257,,
65536,8.72534e-05,0.000440632,0.000150262,,
131072,0.000174298,0.000442582,0.000149149,,
262144,0.000353341,0.000445184,0.000208077,,
524288,0.000709333,0.00044306,0.00014508,,
1.04858e+06,0.00147113,0.000492157,0.000147907,,
2.09715e+06,0.00285445,0.000826742,0.0001383,,
4.1943e+06,0.00575409,0.00231906,0.000151358,,
8.38861e+06,0.0120893,0.00237543,0.000188923,,
1.67772e+07,0.0249219,0.00318611,0.0001762,,
3.35544e+07,0.0490477,0.00699243,0.00047528,,
6.71089e+07,0.0975034,0.0181092,0.000222274,,
1.34218e+08,0.194899,0.0371176,0.000185722,,
2.68435e+08,0.383986,0.0705717,0.000248975,,
