32,1.1688e-07,0.00140514,0.000504801,,
64,1.3944e-07,0.0017787,0.000116963,,
128,2.0396e-07,0.00146357,0.000199683,,
256,3.4152e-07,0.00144731,0.000204806,,
512,6.4076e-07,0.00136723,0.000202146,,
1024,1.17824e-06,0.00145896,0.000221546,,
2048,2.25868e-06,0.00151814,0.000235853,,
4096,4.47932e-06,0.00147607,0.000249842,,
8192,9.69908e-06,0.00151777,0.000301556,,
16384,1.94449e-05,0.00156287,0.000384412,,
32768,3.95802e-05,0.00169523,0.000559413,,
65536,7.95621e-05,0.00178654,0.000922352,,
131072,0.000154205,0.00226269,0.00158405,,
262144,0.000349009,0.00303463,0.00324082,,
524288,0.000611102,0.00520278,0.00583732,,
1.04858e+06,0.00120193,0.00778166,0.0115087,,
2.09715e+06,0.00247167,0.013734,0.0227646,,
4.1943e+06,0.00583333,0.0256793,0.0456263,,
8.38861e+06,0.012918,0.050924,0.0915924,,
1.67772e+07,0.0236005,0.0988001,0.182716,,
3.35544e+07,0.0432426,0.196572,0.361373,,
6.71089e+07,0.0911495,0.384571,0.722516,,
1.34218e+08,0.166895,0.725335,1.44541,,
2.68435e+08,0.329948,1.42005,2.93451,,
