32,6.6134e-06,0.00170553,0.000902475,,
64,3.5474e-06,0.00212404,0.0010884,,
128,5.7414e-06,0.00155746,0.000641184,,
256,1.02478e-05,0.00123781,0.000671037,,
512,1.91646e-05,0.00124198,0.000644074,,
1024,3.69878e-05,0.00121712,0.000640688,,
2048,9.06434e-05,0.00122645,0.000640099,,
4096,0.000154213,0.00126886,0.00065056,,
8192,0.000290128,0.00555062,0.000731836,,
16384,0.000583677,0.0013271,0.000718367,,
32768,0.0011499,0.00123673,0.000772547,,
65536,0.0023117,0.00124063,0.00107189,,
131072,0.0045959,0.00133084,0.00157363,,
262144,0.00921253,0.00231345,0.00288577,,
524288,0.0195402,0.00221923,0.00546263,,
1.04858e+06,0.0368075,0.00357618,0.0106098,,
2.09715e+06,0.0738989,0.00645067,0.0209089,,
4.1943e+06,0.149938,0.0124497,0.0382094,,
8.38861e+06,0.301663,0.0249298,0.0827868,,
1.67772e+07,0.604424,0.0518698,0.158326,,
3.35544e+07,1.1606,0.0955271,0.317751,,
6.71089e+07,2.33044,0.195288,0.605177,,
1.34218e+08,4.50699,0.380958,1.3673,,
2.68435e+08,8.97756,0.755281,2.73723,,
