32,5.652e-08,0.000809134,0.000522158,,
64,9.18e-08,0.00184854,0.000217211,,
128,8.256e-08,0.000919773,0.000201945,,
256,1.2712e-07,0.000890426,0.000197127,,
512,2.0796e-07,0.000859962,0.000196633,,
1024,3.7796e-07,0.000848149,0.000204052,,
2048,7.0972e-07,0.000851793,0.000212185,,
4096,1.40264e-06,0.000864058,0.00021691,,
8192,3.8088e-06,0.000901814,0.000243301,,
16384,7.61356e-06,0.000951947,0.000272995,,
32768,1.54562e-05,0.00101951,0.000350578,,
65536,3.13505e-05,0.00104102,0.000474615,,
131072,5.93005e-05,0.0012466,0.000743341,,
262144,0.000102448,0.0015977,0.00128297,,
524288,0.000206272,0.00239126,0.00242624,,
1.04858e+06,0.000385123,0.00384718,0.00428215,,
2.09715e+06,0.000878934,0.00681685,0.00835407,,
4.1943e+06,0.00231098,0.0138518,0.0185007,,
8.38861e+06,0.00540945,0.0248341,0.0378322,,
1.67772e+07,0.0106625,0.0485936,0.0716037,,
3.35544e+07,0.0198464,0.0977794,0.135023,,
6.71089e+07,0.0316434,0.190697,0.264115,,
1.34218e+08,0.0629254,0.365421,0.545039,,
2.68435e+08,0.147554,0.713424,1.08628,,
