32,6.377e-06,0.00156448,0.000880376,,
64,4.4096e-06,0.00196217,0.000988838,,
128,7.587e-06,0.00147286,0.000588756,,
256,1.38206e-05,0.00113609,0.000600638,,
512,2.7481e-05,0.00113275,0.000579879,,
1024,5.12176e-05,0.00114479,0.000587596,,
2048,0.000102471,0.00112278,0.000581867,,
4096,0.00020242,0.0011498,0.000586886,,
8192,0.000403852,0.00112197,0.000591383,,
16384,0.000805089,0.00114513,0.000614905,,
32768,0.00160826,0.00114513,0.000711862,,
65536,0.00321815,0.00116751,0.000978671,,
131072,0.00643242,0.00148083,0.00152268,,
262144,0.0128843,0.00175108,0.00275822,,
524288,0.025738,0.00265944,0.00534398,,
1.04858e+06,0.0514536,0.00475782,0.00986143,,
2.09715e+06,0.102847,0.00870227,0.0209018,,
4.1943e+06,0.202903,0.0172296,0.0428445,,
8.38861e+06,0.414901,0.031833,0.0827449,,
1.67772e+07,0.822874,0.0672722,0.152234,,
3.35544e+07,1.56551,0.134738,0.303828,,
6.71089e+07,3.16129,0.25801,0.601336,,
1.34218e+08,6.19027,0.499128,1.2652,,
2.68435e+08,12.3396,1.01789,2.63404,,
